text,label
"Kapadi, my house hatti stalker ide",SOS
"Kapadi, the market hatti stalker ide",SOS
"Kapadi, school zone hatti stalker ide",SOS
"Kapadi, village square hatti riot ide",SOS
"Kapadi, farm field hatti riot ide",SOS
"Kapadi, city mall hatti riot ide",SOS
"Kapadi, metro station hatti riot ide",SOS
"Kapadi, bus stand hatti riot ide",SOS
"Kapadi, highway hatti riot ide",SOS
"Kapadi, panchayat office hatti riot ide",SOS
"Kapadi, my house hatti riot ide",SOS
"Kapadi, the market hatti riot ide",SOS
"Kapadi, school zone hatti riot ide",SOS
"Kapadi, village square hatti medical emergency ide",Medical
"Kapadi, farm field hatti medical emergency ide",Medical
"Kapadi, city mall hatti medical emergency ide",Medical
"Kapadi, metro station hatti medical emergency ide",Medical
"Kapadi, bus stand hatti medical emergency ide",Medical
"Kapadi, highway hatti medical emergency ide",Medical
"Kapadi, panchayat office hatti medical emergency ide",Medical
"Kapadi, my house hatti medical emergency ide",Medical
"Kapadi, the market hatti medical emergency ide",Medical
"Kapadi, school zone hatti medical emergency ide",Medical
"Kapadi, village square hatti flood ide",Medical
"Kapadi, farm field hatti flood ide",Medical
"Kapadi, city mall hatti flood ide",Medical
"Kapadi, metro station hatti flood ide",Medical
"Kapadi, bus stand hatti flood ide",Medical
"Kapadi, highway hatti flood ide",Medical
"Kapadi, panchayat office hatti flood ide",Medical
"Kapadi, my house hatti flood ide",Medical
"Kapadi, the market hatti flood ide",Medical
"Kapadi, school zone hatti flood ide",Medical
"Kapadi, village square hatti earthquake ide",Medical
"Kapadi, farm field hatti earthquake ide",Medical
"Kapadi, city mall hatti earthquake ide",Medical
"Kapadi, metro station hatti earthquake ide",Medical
"Kapadi, bus stand hatti earthquake ide",Medical
"Kapadi, highway hatti earthquake ide",Medical
"Kapadi, panchayat office hatti earthquake ide",Medical
"Kapadi, my house hatti earthquake ide",Medical
"Kapadi, the market hatti earthquake ide",Medical
"Kapadi, school zone hatti earthquake ide",Medical
"Kapadi, village square hatti thief ide",SOS
"Kapadi, farm field hatti thief ide",SOS
"Kapadi, city mall hatti thief ide",SOS
"Kapadi, metro station hatti thief ide",SOS
"Kapadi, bus stand hatti thief ide",SOS
"Kapadi, highway hatti thief ide",SOS
"Kapadi, panchayat office hatti thief ide",SOS
"Kapadi, my house hatti thief ide",SOS
"Kapadi, the market hatti thief ide",SOS
"Kapadi, school zone hatti thief ide",SOS
"Kapadi, village square hatti murder ide",SOS
"Kapadi, farm field hatti murder ide",SOS
"Kapadi, city mall hatti murder ide",SOS
"Kapadi, metro station hatti murder ide",SOS
"Kapadi, bus stand hatti murder ide",SOS
"Kapadi, highway hatti murder ide",SOS
"Kapadi, panchayat office hatti murder ide",SOS
"Kapadi, my house hatti murder ide",SOS
"Kapadi, the market hatti murder ide",SOS
"Kapadi, school zone hatti murder ide",SOS
"Kapadandi, village square daggara robbery undi",SOS
"Kapadandi, farm field daggara robbery undi",SOS
"Kapadandi, city mall daggara robbery undi",SOS
"Kapadandi, metro station daggara robbery undi",SOS
"Kapadandi, bus stand daggara robbery undi",SOS
"Kapadandi, highway daggara robbery undi",SOS
"Kapadandi, panchayat office daggara robbery undi",SOS
"Kapadandi, my house daggara robbery undi",SOS
"Kapadandi, the market daggara robbery undi",SOS
"Kapadandi, school zone daggara robbery undi",SOS
"Kapadandi, village square daggara fire undi",Medical
"Kapadandi, farm field daggara fire undi",Medical
"Kapadandi, city mall daggara fire undi",Medical
"Kapadandi, metro station daggara fire undi",Medical
"Kapadandi, bus stand daggara fire undi",Medical
"Kapadandi, highway daggara fire undi",Medical
"Kapadandi, panchayat office daggara fire undi",Medical
"Kapadandi, my house daggara fire undi",Medical
"Kapadandi, the market daggara fire undi",Medical
"Kapadandi, school zone daggara fire undi",Medical
"Kapadandi, village square daggara accident undi",Medical
"Kapadandi, farm field daggara accident undi",Medical
"Kapadandi, city mall daggara accident undi",Medical
"Kapadandi, metro station daggara accident undi",Medical
"Kapadandi, bus stand daggara accident undi",Medical
"Kapadandi, highway daggara accident undi",Medical
"Kapadandi, panchayat office daggara accident undi",Medical
"Kapadandi, my house daggara accident undi",Medical
"Kapadandi, the market daggara accident undi",Medical
"Kapadandi, school zone daggara accident undi",Medical
"Kapadandi, village square daggara wild animal attack undi",SOS
"Kapadandi, farm field daggara wild animal attack undi",SOS
"Kapadandi, city mall daggara wild animal attack undi",SOS
"Kapadandi, metro station daggara wild animal attack undi",SOS
"Kapadandi, bus stand daggara wild animal attack undi",SOS
"Kapadandi, highway daggara wild animal attack undi",SOS
"Kapadandi, panchayat office daggara wild animal attack undi",SOS
"Kapadandi, my house daggara wild animal attack undi",SOS
"Kapadandi, the market daggara wild animal attack undi",SOS
"Kapadandi, school zone daggara wild animal attack undi",SOS
"Kapadandi, village square daggara elephant attack undi",SOS
"Kapadandi, farm field daggara elephant attack undi",SOS
"Kapadandi, city mall daggara elephant attack undi",SOS
"Kapadandi, metro station daggara elephant attack undi",SOS
"Kapadandi, bus stand daggara elephant attack undi",SOS
"Kapadandi, highway daggara elephant attack undi",SOS
"Kapadandi, panchayat office daggara elephant attack undi",SOS
"Kapadandi, my house daggara elephant attack undi",SOS
"Kapadandi, the market daggara elephant attack undi",SOS
"Kapadandi, school zone daggara elephant attack undi",SOS
"Kapadandi, village square daggara stalker undi",SOS
"Kapadandi, farm field daggara stalker undi",SOS
"Kapadandi, city mall daggara stalker undi",SOS
"Kapadandi, metro station daggara stalker undi",SOS
"Kapadandi, bus stand daggara stalker undi",SOS
"Kapadandi, highway daggara stalker undi",SOS
"Kapadandi, panchayat office daggara stalker undi",SOS
"Kapadandi, my house daggara stalker undi",SOS
"Kapadandi, the market daggara stalker undi",SOS
"Kapadandi, school zone daggara stalker undi",SOS
"Kapadandi, village square daggara riot undi",SOS
"Kapadandi, farm field daggara riot undi",SOS
"Kapadandi, city mall daggara riot undi",SOS
"Kapadandi, metro station daggara riot undi",SOS
"Kapadandi, bus stand daggara riot undi",SOS
"Kapadandi, highway daggara riot undi",SOS
"Kapadandi, panchayat office daggara riot undi",SOS
"Kapadandi, my house daggara riot undi",SOS
"Kapadandi, the market daggara riot undi",SOS
"Kapadandi, school zone daggara riot undi",SOS
"Kapadandi, village square daggara medical emergency undi",Medical
"Kapadandi, farm field daggara medical emergency undi",Medical
"Kapadandi, city mall daggara medical emergency undi",Medical
"Kapadandi, metro station daggara medical emergency undi",Medical
"Kapadandi, bus stand daggara medical emergency undi",Medical
"Kapadandi, highway daggara medical emergency undi",Medical
"Kapadandi, panchayat office daggara medical emergency undi",Medical
"Kapadandi, my house daggara medical emergency undi",Medical
"Kapadandi, the market daggara medical emergency undi",Medical
"Kapadandi, school zone daggara medical emergency undi",Medical
"Kapadandi, village square daggara flood undi",Medical
"Kapadandi, farm field daggara flood undi",Medical
"Kapadandi, city mall daggara flood undi",Medical
"Kapadandi, metro station daggara flood undi",Medical
"Kapadandi, bus stand daggara flood undi",Medical
"Kapadandi, highway daggara flood undi",Medical
"Kapadandi, panchayat office daggara flood undi",Medical
"Kapadandi, my house daggara flood undi",Medical
"Kapadandi, the market daggara flood undi",Medical
"Kapadandi, school zone daggara flood undi",Medical
"Kapadandi, village square daggara earthquake undi",Medical
"Kapadandi, farm field daggara earthquake undi",Medical
"Kapadandi, city mall daggara earthquake undi",Medical
"Kapadandi, metro station daggara earthquake undi",Medical
"Kapadandi, bus stand daggara earthquake undi",Medical
"Kapadandi, highway daggara earthquake undi",Medical
"Kapadandi, panchayat office daggara earthquake undi",Medical
"Kapadandi, my house daggara earthquake undi",Medical
"Kapadandi, the market daggara earthquake undi",Medical
"Kapadandi, school zone daggara earthquake undi",Medical
"Kapadandi, village square daggara thief undi",SOS
"Kapadandi, farm field daggara thief undi",SOS
"Kapadandi, city mall daggara thief undi",SOS
"Kapadandi, metro station daggara thief undi",SOS
"Kapadandi, bus stand daggara thief undi",SOS
"Kapadandi, highway daggara thief undi",SOS
"Kapadandi, panchayat office daggara thief undi",SOS
"Kapadandi, my house daggara thief undi",SOS
"Kapadandi, the market daggara thief undi",SOS
"Kapadandi, school zone daggara thief undi",SOS
"Kapadandi, village square daggara murder undi",SOS
"Kapadandi, farm field daggara murder undi",SOS
"Kapadandi, city mall daggara murder undi",SOS
"Kapadandi, metro station daggara murder undi",SOS
"Kapadandi, bus stand daggara murder undi",SOS
"Kapadandi, highway daggara murder undi",SOS
"Kapadandi, panchayat office daggara murder undi",SOS
"Kapadandi, my house daggara murder undi",SOS
"Kapadandi, the market daggara murder undi",SOS
"Kapadandi, school zone daggara murder undi",SOS
Send police to village square for robbery,SOS
Send police to farm field for robbery,SOS
Send police to city mall for robbery,SOS
Send police to metro station for robbery,SOS
Send police to bus stand for robbery,SOS
Send police to highway for robbery,SOS
Send police to panchayat office for robbery,SOS
Send police to my house for robbery,SOS
Send police to the market for robbery,SOS
Send police to school zone for robbery,SOS
Send police to village square for fire,Medical
Send police to farm field for fire,Medical
Send police to city mall for fire,Medical
Send police to metro station for fire,Medical
Send police to bus stand for fire,Medical
Send police to highway for fire,Medical
Send police to panchayat office for fire,Medical
Send police to my house for fire,Medical
Send police to the market for fire,Medical
Send police to school zone for fire,Medical
Send police to village square for accident,Medical
Send police to farm field for accident,Medical
Send police to city mall for accident,Medical
Send police to metro station for accident,Medical
Send police to bus stand for accident,Medical
Send police to highway for accident,Medical
Send police to panchayat office for accident,Medical
Send police to my house for accident,Medical
Send police to the market for accident,Medical
Send police to school zone for accident,Medical
Send police to village square for wild animal attack,SOS
Send police to farm field for wild animal attack,SOS
Send police to city mall for wild animal attack,SOS
Send police to metro station for wild animal attack,SOS
Send police to bus stand for wild animal attack,SOS
Send police to highway for wild animal attack,SOS
Send police to panchayat office for wild animal attack,SOS
Send police to my house for wild animal attack,SOS
Send police to the market for wild animal attack,SOS
Send police to school zone for wild animal attack,SOS
Send police to village square for elephant attack,SOS
Send police to farm field for elephant attack,SOS
Send police to city mall for elephant attack,SOS
Send police to metro station for elephant attack,SOS
Send police to bus stand for elephant attack,SOS
Send police to highway for elephant attack,SOS
Send police to panchayat office for elephant attack,SOS
Send police to my house for elephant attack,SOS
Send police to the market for elephant attack,SOS
Send police to school zone for elephant attack,SOS
Send police to village square for stalker,SOS
Send police to farm field for stalker,SOS
Send police to city mall for stalker,SOS
Send police to metro station for stalker,SOS
Send police to bus stand for stalker,SOS
Send police to highway for stalker,SOS
Send police to panchayat office for stalker,SOS
Send police to my house for stalker,SOS
Send police to the market for stalker,SOS
Send police to school zone for stalker,SOS
Send police to village square for riot,SOS
Send police to farm field for riot,SOS
Send police to city mall for riot,SOS
Send police to metro station for riot,SOS
Send police to bus stand for riot,SOS
Send police to highway for riot,SOS
Send police to panchayat office for riot,SOS
Send police to my house for riot,SOS
Send police to the market for riot,SOS
Send police to school zone for riot,SOS
Send police to village square for medical emergency,Medical
Send police to farm field for medical emergency,Medical
Send police to city mall for medical emergency,Medical
Send police to metro station for medical emergency,Medical
Send police to bus stand for medical emergency,Medical
Send police to highway for medical emergency,Medical
Send police to panchayat office for medical emergency,Medical
Send police to my house for medical emergency,Medical
Send police to the market for medical emergency,Medical
Send police to school zone for medical emergency,Medical
Send police to village square for flood,Medical
Send police to farm field for flood,Medical
Send police to city mall for flood,Medical
Send police to metro station for flood,Medical
Send police to bus stand for flood,Medical
Send police to highway for flood,Medical
Send police to panchayat office for flood,Medical
Send police to my house for flood,Medical
Send police to the market for flood,Medical
Send police to school zone for flood,Medical
Send police to village square for earthquake,Medical
Send police to farm field for earthquake,Medical
Send police to city mall for earthquake,Medical
Send police to metro station for earthquake,Medical
Send police to bus stand for earthquake,Medical
Send police to highway for earthquake,Medical
Send police to panchayat office for earthquake,Medical
Send police to my house for earthquake,Medical
Send police to the market for earthquake,Medical
Send police to school zone for earthquake,Medical
Send police to village square for thief,SOS
Send police to farm field for thief,SOS
Send police to city mall for thief,SOS
Send police to metro station for thief,SOS
Send police to bus stand for thief,SOS
Send police to highway for thief,SOS
Send police to panchayat office for thief,SOS
Send police to my house for thief,SOS
Send police to the market for thief,SOS
Send police to school zone for thief,SOS
Send police to village square for murder,SOS
Send police to farm field for murder,SOS
Send police to city mall for murder,SOS
Send police to metro station for murder,SOS
Send police to bus stand for murder,SOS
Send police to highway for murder,SOS
Send police to panchayat office for murder,SOS
Send police to my house for murder,SOS
Send police to the market for murder,SOS
Send police to school zone for murder,SOS
village square par robbery ho raha hai,SOS
farm field par robbery ho raha hai,SOS
city mall par robbery ho raha hai,SOS
metro station par robbery ho raha hai,SOS
bus stand par robbery ho raha hai,SOS
highway par robbery ho raha hai,SOS
panchayat office par robbery ho raha hai,SOS
my house par robbery ho raha hai,SOS
the market par robbery ho raha hai,SOS
school zone par robbery ho raha hai,SOS
village square par fire ho raha hai,Medical
farm field par fire ho raha hai,Medical
city mall par fire ho raha hai,Medical
metro station par fire ho raha hai,Medical
bus stand par fire ho raha hai,Medical
highway par fire ho raha hai,Medical
panchayat office par fire ho raha hai,Medical
my house par fire ho raha hai,Medical
the market par fire ho raha hai,Medical
school zone par fire ho raha hai,Medical
village square par accident ho raha hai,Medical
farm field par accident ho raha hai,Medical
city mall par accident ho raha hai,Medical
metro station par accident ho raha hai,Medical
bus stand par accident ho raha hai,Medical
highway par accident ho raha hai,Medical
panchayat office par accident ho raha hai,Medical
my house par accident ho raha hai,Medical
the market par accident ho raha hai,Medical
school zone par accident ho raha hai,Medical
village square par wild animal attack ho raha hai,SOS
farm field par wild animal attack ho raha hai,SOS
city mall par wild animal attack ho raha hai,SOS
metro station par wild animal attack ho raha hai,SOS
bus stand par wild animal attack ho raha hai,SOS
highway par wild animal attack ho raha hai,SOS
panchayat office par wild animal attack ho raha hai,SOS
my house par wild animal attack ho raha hai,SOS
the market par wild animal attack ho raha hai,SOS
school zone par wild animal attack ho raha hai,SOS
village square par elephant attack ho raha hai,SOS
farm field par elephant attack ho raha hai,SOS
city mall par elephant attack ho raha hai,SOS
metro station par elephant attack ho raha hai,SOS
bus stand par elephant attack ho raha hai,SOS
highway par elephant attack ho raha hai,SOS
panchayat office par elephant attack ho raha hai,SOS
my house par elephant attack ho raha hai,SOS
the market par elephant attack ho raha hai,SOS
school zone par elephant attack ho raha hai,SOS
village square par stalker ho raha hai,SOS
farm field par stalker ho raha hai,SOS
city mall par stalker ho raha hai,SOS
metro station par stalker ho raha hai,SOS
bus stand par stalker ho raha hai,SOS
highway par stalker ho raha hai,SOS
panchayat office par stalker ho raha hai,SOS
my house par stalker ho raha hai,SOS
the market par stalker ho raha hai,SOS
school zone par stalker ho raha hai,SOS
village square par riot ho raha hai,SOS
farm field par riot ho raha hai,SOS
city mall par riot ho raha hai,SOS
metro station par riot ho raha hai,SOS
bus stand par riot ho raha hai,SOS
highway par riot ho raha hai,SOS
panchayat office par riot ho raha hai,SOS
my house par riot ho raha hai,SOS
the market par riot ho raha hai,SOS
school zone par riot ho raha hai,SOS
village square par medical emergency ho raha hai,Medical
farm field par medical emergency ho raha hai,Medical
city mall par medical emergency ho raha hai,Medical
metro station par medical emergency ho raha hai,Medical
bus stand par medical emergency ho raha hai,Medical
highway par medical emergency ho raha hai,Medical
panchayat office par medical emergency ho raha hai,Medical
my house par medical emergency ho raha hai,Medical
the market par medical emergency ho raha hai,Medical
school zone par medical emergency ho raha hai,Medical
