text,label
I have stomach ache and need to go to doctor's clinic,Consultation
I have stomach ache and need to go to Apollo hospital,Consultation
I have stomach ache and need to go to Asha worker,Consultation
I have stomach ache and need to go to dispensary,Consultation
I have stomach ache and need to go to first aid center,Consultation
I have broken leg and need to go to primary health centre,Emergency
I have broken leg and need to go to village clinic,Emergency
I have broken leg and need to go to city hospital,Emergency
I have broken leg and need to go to pharmacy,Emergency
I have broken leg and need to go to medical store,Emergency
I have broken leg and need to go to doctor's clinic,Emergency
I have broken leg and need to go to Apollo hospital,Emergency
I have broken leg and need to go to Asha worker,Emergency
I have broken leg and need to go to dispensary,Emergency
I have broken leg and need to go to first aid center,Emergency
I have bleeding and need to go to primary health centre,Emergency
I have bleeding and need to go to village clinic,Emergency
I have bleeding and need to go to city hospital,Emergency
I have bleeding and need to go to pharmacy,Emergency
I have bleeding and need to go to medical store,Emergency
I have bleeding and need to go to doctor's clinic,Emergency
I have bleeding and need to go to Apollo hospital,Emergency
I have bleeding and need to go to Asha worker,Emergency
I have bleeding and need to go to dispensary,Emergency
I have bleeding and need to go to first aid center,Emergency
"Mujhe severe chest pain hai, primary health centre kahan hai?",Emergency
"Mujhe severe chest pain hai, village clinic kahan hai?",Emergency
"Mujhe severe chest pain hai, city hospital kahan hai?",Emergency
"Mujhe severe chest pain hai, pharmacy kahan hai?",Emergency
"Mujhe severe chest pain hai, medical store kahan hai?",Emergency
"Mujhe severe chest pain hai, doctor's clinic kahan hai?",Emergency
"Mujhe severe chest pain hai, Apollo hospital kahan hai?",Emergency
"Mujhe severe chest pain hai, Asha worker kahan hai?",Emergency
"Mujhe severe chest pain hai, dispensary kahan hai?",Emergency
"Mujhe severe chest pain hai, first aid center kahan hai?",Emergency
"Mujhe high fever hai, primary health centre kahan hai?",Consultation
"Mujhe high fever hai, village clinic kahan hai?",Consultation
"Mujhe high fever hai, city hospital kahan hai?",Consultation
"Mujhe high fever hai, pharmacy kahan hai?",Consultation
"Mujhe high fever hai, medical store kahan hai?",Consultation
"Mujhe high fever hai, doctor's clinic kahan hai?",Consultation
"Mujhe high fever hai, Apollo hospital kahan hai?",Consultation
"Mujhe high fever hai, Asha worker kahan hai?",Consultation
"Mujhe high fever hai, dispensary kahan hai?",Consultation
"Mujhe high fever hai, first aid center kahan hai?",Consultation
"Mujhe snake bite hai, primary health centre kahan hai?",Emergency
"Mujhe snake bite hai, village clinic kahan hai?",Emergency
"Mujhe snake bite hai, city hospital kahan hai?",Emergency
"Mujhe snake bite hai, pharmacy kahan hai?",Emergency
"Mujhe snake bite hai, medical store kahan hai?",Emergency
"Mujhe snake bite hai, doctor's clinic kahan hai?",Emergency
"Mujhe snake bite hai, Apollo hospital kahan hai?",Emergency
"Mujhe snake bite hai, Asha worker kahan hai?",Emergency
"Mujhe snake bite hai, dispensary kahan hai?",Emergency
"Mujhe snake bite hai, first aid center kahan hai?",Emergency
"Mujhe dengue hai, primary health centre kahan hai?",Consultation
"Mujhe dengue hai, village clinic kahan hai?",Consultation
"Mujhe dengue hai, city hospital kahan hai?",Consultation
"Mujhe dengue hai, pharmacy kahan hai?",Consultation
"Mujhe dengue hai, medical store kahan hai?",Consultation
"Mujhe dengue hai, doctor's clinic kahan hai?",Consultation
"Mujhe dengue hai, Apollo hospital kahan hai?",Consultation
"Mujhe dengue hai, Asha worker kahan hai?",Consultation
"Mujhe dengue hai, dispensary kahan hai?",Consultation
"Mujhe dengue hai, first aid center kahan hai?",Consultation
"Mujhe malaria hai, primary health centre kahan hai?",Consultation
"Mujhe malaria hai, village clinic kahan hai?",Consultation
"Mujhe malaria hai, city hospital kahan hai?",Consultation
"Mujhe malaria hai, pharmacy kahan hai?",Consultation
"Mujhe malaria hai, medical store kahan hai?",Consultation
"Mujhe malaria hai, doctor's clinic kahan hai?",Consultation
"Mujhe malaria hai, Apollo hospital kahan hai?",Consultation
"Mujhe malaria hai, Asha worker kahan hai?",Consultation
"Mujhe malaria hai, dispensary kahan hai?",Consultation
"Mujhe malaria hai, first aid center kahan hai?",Consultation
"Mujhe cough hai, primary health centre kahan hai?",Consultation
"Mujhe cough hai, village clinic kahan hai?",Consultation
"Mujhe cough hai, city hospital kahan hai?",Consultation
"Mujhe cough hai, pharmacy kahan hai?",Consultation
"Mujhe cough hai, medical store kahan hai?",Consultation
"Mujhe cough hai, doctor's clinic kahan hai?",Consultation
"Mujhe cough hai, Apollo hospital kahan hai?",Consultation
"Mujhe cough hai, Asha worker kahan hai?",Consultation
"Mujhe cough hai, dispensary kahan hai?",Consultation
"Mujhe cough hai, first aid center kahan hai?",Consultation
"Mujhe headache hai, primary health centre kahan hai?",Consultation
"Mujhe headache hai, village clinic kahan hai?",Consultation
"Mujhe headache hai, city hospital kahan hai?",Consultation
"Mujhe headache hai, pharmacy kahan hai?",Consultation
"Mujhe headache hai, medical store kahan hai?",Consultation
"Mujhe headache hai, doctor's clinic kahan hai?",Consultation
"Mujhe headache hai, Apollo hospital kahan hai?",Consultation
"Mujhe headache hai, Asha worker kahan hai?",Consultation
"Mujhe headache hai, dispensary kahan hai?",Consultation
"Mujhe headache hai, first aid center kahan hai?",Consultation
"Mujhe asthma attack hai, primary health centre kahan hai?",Emergency
"Mujhe asthma attack hai, village clinic kahan hai?",Emergency
"Mujhe asthma attack hai, city hospital kahan hai?",Emergency
"Mujhe asthma attack hai, pharmacy kahan hai?",Emergency
"Mujhe asthma attack hai, medical store kahan hai?",Emergency
"Mujhe asthma attack hai, doctor's clinic kahan hai?",Emergency
"Mujhe asthma attack hai, Apollo hospital kahan hai?",Emergency
"Mujhe asthma attack hai, Asha worker kahan hai?",Emergency
"Mujhe asthma attack hai, dispensary kahan hai?",Emergency
"Mujhe asthma attack hai, first aid center kahan hai?",Emergency
"Mujhe pregnancy complications hai, primary health centre kahan hai?",Emergency
"Mujhe pregnancy complications hai, village clinic kahan hai?",Emergency
"Mujhe pregnancy complications hai, city hospital kahan hai?",Emergency
"Mujhe pregnancy complications hai, pharmacy kahan hai?",Emergency
"Mujhe pregnancy complications hai, medical store kahan hai?",Emergency
"Mujhe pregnancy complications hai, doctor's clinic kahan hai?",Emergency
"Mujhe pregnancy complications hai, Apollo hospital kahan hai?",Emergency
"Mujhe pregnancy complications hai, Asha worker kahan hai?",Emergency
"Mujhe pregnancy complications hai, dispensary kahan hai?",Emergency
"Mujhe pregnancy complications hai, first aid center kahan hai?",Emergency
"Mujhe stomach ache hai, primary health centre kahan hai?",Consultation
"Mujhe stomach ache hai, village clinic kahan hai?",Consultation
"Mujhe stomach ache hai, city hospital kahan hai?",Consultation
"Mujhe stomach ache hai, pharmacy kahan hai?",Consultation
"Mujhe stomach ache hai, medical store kahan hai?",Consultation
"Mujhe stomach ache hai, doctor's clinic kahan hai?",Consultation
"Mujhe stomach ache hai, Apollo hospital kahan hai?",Consultation
"Mujhe stomach ache hai, Asha worker kahan hai?",Consultation
"Mujhe stomach ache hai, dispensary kahan hai?",Consultation
"Mujhe stomach ache hai, first aid center kahan hai?",Consultation
"Mujhe broken leg hai, primary health centre kahan hai?",Emergency
"Mujhe broken leg hai, village clinic kahan hai?",Emergency
"Mujhe broken leg hai, city hospital kahan hai?",Emergency
"Mujhe broken leg hai, pharmacy kahan hai?",Emergency
"Mujhe broken leg hai, medical store kahan hai?",Emergency
"Mujhe broken leg hai, doctor's clinic kahan hai?",Emergency
"Mujhe broken leg hai, Apollo hospital kahan hai?",Emergency
"Mujhe broken leg hai, Asha worker kahan hai?",Emergency
"Mujhe broken leg hai, dispensary kahan hai?",Emergency
"Mujhe broken leg hai, first aid center kahan hai?",Emergency
"Mujhe bleeding hai, primary health centre kahan hai?",Emergency
"Mujhe bleeding hai, village clinic kahan hai?",Emergency
"Mujhe bleeding hai, city hospital kahan hai?",Emergency
"Mujhe bleeding hai, pharmacy kahan hai?",Emergency
"Mujhe bleeding hai, medical store kahan hai?",Emergency
"Mujhe bleeding hai, doctor's clinic kahan hai?",Emergency
"Mujhe bleeding hai, Apollo hospital kahan hai?",Emergency
"Mujhe bleeding hai, Asha worker kahan hai?",Emergency
"Mujhe bleeding hai, dispensary kahan hai?",Emergency
"Mujhe bleeding hai, first aid center kahan hai?",Emergency
"Nannage severe chest pain ide, primary health centre ge hogabeku",Emergency
"Nannage severe chest pain ide, village clinic ge hogabeku",Emergency
"Nannage severe chest pain ide, city hospital ge hogabeku",Emergency
"Nannage severe chest pain ide, pharmacy ge hogabeku",Emergency
"Nannage severe chest pain ide, medical store ge hogabeku",Emergency
"Nannage severe chest pain ide, doctor's clinic ge hogabeku",Emergency
"Nannage severe chest pain ide, Apollo hospital ge hogabeku",Emergency
"Nannage severe chest pain ide, Asha worker ge hogabeku",Emergency
"Nannage severe chest pain ide, dispensary ge hogabeku",Emergency
"Nannage severe chest pain ide, first aid center ge hogabeku",Emergency
"Nannage high fever ide, primary health centre ge hogabeku",Consultation
"Nannage high fever ide, village clinic ge hogabeku",Consultation
"Nannage high fever ide, city hospital ge hogabeku",Consultation
"Nannage high fever ide, pharmacy ge hogabeku",Consultation
"Nannage high fever ide, medical store ge hogabeku",Consultation
"Nannage high fever ide, doctor's clinic ge hogabeku",Consultation
"Nannage high fever ide, Apollo hospital ge hogabeku",Consultation
"Nannage high fever ide, Asha worker ge hogabeku",Consultation
"Nannage high fever ide, dispensary ge hogabeku",Consultation
"Nannage high fever ide, first aid center ge hogabeku",Consultation
"Nannage snake bite ide, primary health centre ge hogabeku",Emergency
"Nannage snake bite ide, village clinic ge hogabeku",Emergency
"Nannage snake bite ide, city hospital ge hogabeku",Emergency
"Nannage snake bite ide, pharmacy ge hogabeku",Emergency
"Nannage snake bite ide, medical store ge hogabeku",Emergency
"Nannage snake bite ide, doctor's clinic ge hogabeku",Emergency
"Nannage snake bite ide, Apollo hospital ge hogabeku",Emergency
"Nannage snake bite ide, Asha worker ge hogabeku",Emergency
"Nannage snake bite ide, dispensary ge hogabeku",Emergency
"Nannage snake bite ide, first aid center ge hogabeku",Emergency
"Nannage dengue ide, primary health centre ge hogabeku",Consultation
"Nannage dengue ide, village clinic ge hogabeku",Consultation
"Nannage dengue ide, city hospital ge hogabeku",Consultation
"Nannage dengue ide, pharmacy ge hogabeku",Consultation
"Nannage dengue ide, medical store ge hogabeku",Consultation
"Nannage dengue ide, doctor's clinic ge hogabeku",Consultation
"Nannage dengue ide, Apollo hospital ge hogabeku",Consultation
"Nannage dengue ide, Asha worker ge hogabeku",Consultation
"Nannage dengue ide, dispensary ge hogabeku",Consultation
"Nannage dengue ide, first aid center ge hogabeku",Consultation
"Nannage malaria ide, primary health centre ge hogabeku",Consultation
"Nannage malaria ide, village clinic ge hogabeku",Consultation
"Nannage malaria ide, city hospital ge hogabeku",Consultation
"Nannage malaria ide, pharmacy ge hogabeku",Consultation
"Nannage malaria ide, medical store ge hogabeku",Consultation
"Nannage malaria ide, doctor's clinic ge hogabeku",Consultation
"Nannage malaria ide, Apollo hospital ge hogabeku",Consultation
"Nannage malaria ide, Asha worker ge hogabeku",Consultation
"Nannage malaria ide, dispensary ge hogabeku",Consultation
"Nannage malaria ide, first aid center ge hogabeku",Consultation
"Nannage cough ide, primary health centre ge hogabeku",Consultation
"Nannage cough ide, village clinic ge hogabeku",Consultation
"Nannage cough ide, city hospital ge hogabeku",Consultation
"Nannage cough ide, pharmacy ge hogabeku",Consultation
"Nannage cough ide, medical store ge hogabeku",Consultation
"Nannage cough ide, doctor's clinic ge hogabeku",Consultation
"Nannage cough ide, Apollo hospital ge hogabeku",Consultation
"Nannage cough ide, Asha worker ge hogabeku",Consultation
"Nannage cough ide, dispensary ge hogabeku",Consultation
"Nannage cough ide, first aid center ge hogabeku",Consultation
"Nannage headache ide, primary health centre ge hogabeku",Consultation
"Nannage headache ide, village clinic ge hogabeku",Consultation
"Nannage headache ide, city hospital ge hogabeku",Consultation
"Nannage headache ide, pharmacy ge hogabeku",Consultation
"Nannage headache ide, medical store ge hogabeku",Consultation
"Nannage headache ide, doctor's clinic ge hogabeku",Consultation
"Nannage headache ide, Apollo hospital ge hogabeku",Consultation
"Nannage headache ide, Asha worker ge hogabeku",Consultation
"Nannage headache ide, dispensary ge hogabeku",Consultation
"Nannage headache ide, first aid center ge hogabeku",Consultation
"Nannage asthma attack ide, primary health centre ge hogabeku",Emergency
"Nannage asthma attack ide, village clinic ge hogabeku",Emergency
"Nannage asthma attack ide, city hospital ge hogabeku",Emergency
"Nannage asthma attack ide, pharmacy ge hogabeku",Emergency
"Nannage asthma attack ide, medical store ge hogabeku",Emergency
"Nannage asthma attack ide, doctor's clinic ge hogabeku",Emergency
"Nannage asthma attack ide, Apollo hospital ge hogabeku",Emergency
"Nannage asthma attack ide, Asha worker ge hogabeku",Emergency
"Nannage asthma attack ide, dispensary ge hogabeku",Emergency
"Nannage asthma attack ide, first aid center ge hogabeku",Emergency
"Nannage pregnancy complications ide, primary health centre ge hogabeku",Emergency
"Nannage pregnancy complications ide, village clinic ge hogabeku",Emergency
"Nannage pregnancy complications ide, city hospital ge hogabeku",Emergency
"Nannage pregnancy complications ide, pharmacy ge hogabeku",Emergency
"Nannage pregnancy complications ide, medical store ge hogabeku",Emergency
"Nannage pregnancy complications ide, doctor's clinic ge hogabeku",Emergency
"Nannage pregnancy complications ide, Apollo hospital ge hogabeku",Emergency
"Nannage pregnancy complications ide, Asha worker ge hogabeku",Emergency
"Nannage pregnancy complications ide, dispensary ge hogabeku",Emergency
"Nannage pregnancy complications ide, first aid center ge hogabeku",Emergency
"Nannage stomach ache ide, primary health centre ge hogabeku",Consultation
"Nannage stomach ache ide, village clinic ge hogabeku",Consultation
"Nannage stomach ache ide, city hospital ge hogabeku",Consultation
"Nannage stomach ache ide, pharmacy ge hogabeku",Consultation
"Nannage stomach ache ide, medical store ge hogabeku",Consultation
"Nannage stomach ache ide, doctor's clinic ge hogabeku",Consultation
"Nannage stomach ache ide, Apollo hospital ge hogabeku",Consultation
"Nannage stomach ache ide, Asha worker ge hogabeku",Consultation
"Nannage stomach ache ide, dispensary ge hogabeku",Consultation
"Nannage stomach ache ide, first aid center ge hogabeku",Consultation
"Nannage broken leg ide, primary health centre ge hogabeku",Emergency
"Nannage broken leg ide, village clinic ge hogabeku",Emergency
"Nannage broken leg ide, city hospital ge hogabeku",Emergency
"Nannage broken leg ide, pharmacy ge hogabeku",Emergency
"Nannage broken leg ide, medical store ge hogabeku",Emergency
"Nannage broken leg ide, doctor's clinic ge hogabeku",Emergency
"Nannage broken leg ide, Apollo hospital ge hogabeku",Emergency
"Nannage broken leg ide, Asha worker ge hogabeku",Emergency
"Nannage broken leg ide, dispensary ge hogabeku",Emergency
"Nannage broken leg ide, first aid center ge hogabeku",Emergency
"Nannage bleeding ide, primary health centre ge hogabeku",Emergency
"Nannage bleeding ide, village clinic ge hogabeku",Emergency
"Nannage bleeding ide, city hospital ge hogabeku",Emergency
"Nannage bleeding ide, pharmacy ge hogabeku",Emergency
"Nannage bleeding ide, medical store ge hogabeku",Emergency
"Nannage bleeding ide, doctor's clinic ge hogabeku",Emergency
"Nannage bleeding ide, Apollo hospital ge hogabeku",Emergency
"Nannage bleeding ide, Asha worker ge hogabeku",Emergency
"Nannage bleeding ide, dispensary ge hogabeku",Emergency
"Nannage bleeding ide, first aid center ge hogabeku",Emergency
"Naaku severe chest pain undi, primary health centre ki vellali",Emergency
"Naaku severe chest pain undi, village clinic ki vellali",Emergency
"Naaku severe chest pain undi, city hospital ki vellali",Emergency
"Naaku severe chest pain undi, pharmacy ki vellali",Emergency
"Naaku severe chest pain undi, medical store ki vellali",Emergency
"Naaku severe chest pain undi, doctor's clinic ki vellali",Emergency
"Naaku severe chest pain undi, Apollo hospital ki vellali",Emergency
"Naaku severe chest pain undi, Asha worker ki vellali",Emergency
"Naaku severe chest pain undi, dispensary ki vellali",Emergency
"Naaku severe chest pain undi, first aid center ki vellali",Emergency
"Naaku high fever undi, primary health centre ki vellali",Consultation
"Naaku high fever undi, village clinic ki vellali",Consultation
"Naaku high fever undi, city hospital ki vellali",Consultation
"Naaku high fever undi, pharmacy ki vellali",Consultation
"Naaku high fever undi, medical store ki vellali",Consultation
"Naaku high fever undi, doctor's clinic ki vellali",Consultation
"Naaku high fever undi, Apollo hospital ki vellali",Consultation
"Naaku high fever undi, Asha worker ki vellali",Consultation
"Naaku high fever undi, dispensary ki vellali",Consultation
"Naaku high fever undi, first aid center ki vellali",Consultation
"Naaku snake bite undi, primary health centre ki vellali",Emergency
"Naaku snake bite undi, village clinic ki vellali",Emergency
"Naaku snake bite undi, city hospital ki vellali",Emergency
"Naaku snake bite undi, pharmacy ki vellali",Emergency
"Naaku snake bite undi, medical store ki vellali",Emergency
"Naaku snake bite undi, doctor's clinic ki vellali",Emergency
"Naaku snake bite undi, Apollo hospital ki vellali",Emergency
"Naaku snake bite undi, Asha worker ki vellali",Emergency
"Naaku snake bite undi, dispensary ki vellali",Emergency
"Naaku snake bite undi, first aid center ki vellali",Emergency
"Naaku dengue undi, primary health centre ki vellali",Consultation
"Naaku dengue undi, village clinic ki vellali",Consultation
"Naaku dengue undi, city hospital ki vellali",Consultation
"Naaku dengue undi, pharmacy ki vellali",Consultation
"Naaku dengue undi, medical store ki vellali",Consultation
"Naaku dengue undi, doctor's clinic ki vellali",Consultation
"Naaku dengue undi, Apollo hospital ki vellali",Consultation
"Naaku dengue undi, Asha worker ki vellali",Consultation
"Naaku dengue undi, dispensary ki vellali",Consultation
"Naaku dengue undi, first aid center ki vellali",Consultation
"Naaku malaria undi, primary health centre ki vellali",Consultation
"Naaku malaria undi, village clinic ki vellali",Consultation
"Naaku malaria undi, city hospital ki vellali",Consultation
"Naaku malaria undi, pharmacy ki vellali",Consultation
"Naaku malaria undi, medical store ki vellali",Consultation
"Naaku malaria undi, doctor's clinic ki vellali",Consultation
"Naaku malaria undi, Apollo hospital ki vellali",Consultation
"Naaku malaria undi, Asha worker ki vellali",Consultation
"Naaku malaria undi, dispensary ki vellali",Consultation
"Naaku malaria undi, first aid center ki vellali",Consultation
"Naaku cough undi, primary health centre ki vellali",Consultation
"Naaku cough undi, village clinic ki vellali",Consultation
"Naaku cough undi, city hospital ki vellali",Consultation
"Naaku cough undi, pharmacy ki vellali",Consultation
"Naaku cough undi, medical store ki vellali",Consultation
"Naaku cough undi, doctor's clinic ki vellali",Consultation
"Naaku cough undi, Apollo hospital ki vellali",Consultation
"Naaku cough undi, Asha worker ki vellali",Consultation
"Naaku cough undi, dispensary ki vellali",Consultation
"Naaku cough undi, first aid center ki vellali",Consultation
"Naaku headache undi, primary health centre ki vellali",Consultation
"Naaku headache undi, village clinic ki vellali",Consultation
"Naaku headache undi, city hospital ki vellali",Consultation
"Naaku headache undi, pharmacy ki vellali",Consultation
"Naaku headache undi, medical store ki vellali",Consultation
"Naaku headache undi, doctor's clinic ki vellali",Consultation
"Naaku headache undi, Apollo hospital ki vellali",Consultation
"Naaku headache undi, Asha worker ki vellali",Consultation
"Naaku headache undi, dispensary ki vellali",Consultation
"Naaku headache undi, first aid center ki vellali",Consultation
"Naaku asthma attack undi, primary health centre ki vellali",Emergency
"Naaku asthma attack undi, village clinic ki vellali",Emergency
"Naaku asthma attack undi, city hospital ki vellali",Emergency
"Naaku asthma attack undi, pharmacy ki vellali",Emergency
"Naaku asthma attack undi, medical store ki vellali",Emergency
"Naaku asthma attack undi, doctor's clinic ki vellali",Emergency
"Naaku asthma attack undi, Apollo hospital ki vellali",Emergency
"Naaku asthma attack undi, Asha worker ki vellali",Emergency
"Naaku asthma attack undi, dispensary ki vellali",Emergency
"Naaku asthma attack undi, first aid center ki vellali",Emergency
"Naaku pregnancy complications undi, primary health centre ki vellali",Emergency
"Naaku pregnancy complications undi, village clinic ki vellali",Emergency
"Naaku pregnancy complications undi, city hospital ki vellali",Emergency
"Naaku pregnancy complications undi, pharmacy ki vellali",Emergency
"Naaku pregnancy complications undi, medical store ki vellali",Emergency
"Naaku pregnancy complications undi, doctor's clinic ki vellali",Emergency
"Naaku pregnancy complications undi, Apollo hospital ki vellali",Emergency
"Naaku pregnancy complications undi, Asha worker ki vellali",Emergency
"Naaku pregnancy complications undi, dispensary ki vellali",Emergency
"Naaku pregnancy complications undi, first aid center ki vellali",Emergency
"Naaku stomach ache undi, primary health centre ki vellali",Consultation
"Naaku stomach ache undi, village clinic ki vellali",Consultation
"Naaku stomach ache undi, city hospital ki vellali",Consultation
"Naaku stomach ache undi, pharmacy ki vellali",Consultation
"Naaku stomach ache undi, medical store ki vellali",Consultation
"Naaku stomach ache undi, doctor's clinic ki vellali",Consultation
"Naaku stomach ache undi, Apollo hospital ki vellali",Consultation
"Naaku stomach ache undi, Asha worker ki vellali",Consultation
"Naaku stomach ache undi, dispensary ki vellali",Consultation
"Naaku stomach ache undi, first aid center ki vellali",Consultation
"Naaku broken leg undi, primary health centre ki vellali",Emergency
"Naaku broken leg undi, village clinic ki vellali",Emergency
"Naaku broken leg undi, city hospital ki vellali",Emergency
"Naaku broken leg undi, pharmacy ki vellali",Emergency
"Naaku broken leg undi, medical store ki vellali",Emergency
"Naaku broken leg undi, doctor's clinic ki vellali",Emergency
"Naaku broken leg undi, Apollo hospital ki vellali",Emergency
"Naaku broken leg undi, Asha worker ki vellali",Emergency
"Naaku broken leg undi, dispensary ki vellali",Emergency
"Naaku broken leg undi, first aid center ki vellali",Emergency
"Naaku bleeding undi, primary health centre ki vellali",Emergency
"Naaku bleeding undi, village clinic ki vellali",Emergency
"Naaku bleeding undi, city hospital ki vellali",Emergency
"Naaku bleeding undi, pharmacy ki vellali",Emergency
"Naaku bleeding undi, medical store ki vellali",Emergency
"Naaku bleeding undi, doctor's clinic ki vellali",Emergency
"Naaku bleeding undi, Apollo hospital ki vellali",Emergency
"Naaku bleeding undi, Asha worker ki vellali",Emergency
"Naaku bleeding undi, dispensary ki vellali",Emergency
"Naaku bleeding undi, first aid center ki vellali",Emergency
Is there a cure for severe chest pain at primary health centre?,Emergency
Is there a cure for severe chest pain at village clinic?,Emergency
Is there a cure for severe chest pain at city hospital?,Emergency
Is there a cure for severe chest pain at pharmacy?,Emergency
Is there a cure for severe chest pain at medical store?,Emergency
Is there a cure for severe chest pain at doctor's clinic?,Emergency
Is there a cure for severe chest pain at Apollo hospital?,Emergency
Is there a cure for severe chest pain at Asha worker?,Emergency
Is there a cure for severe chest pain at dispensary?,Emergency
Is there a cure for severe chest pain at first aid center?,Emergency
Is there a cure for high fever at primary health centre?,Consultation
Is there a cure for high fever at village clinic?,Consultation
Is there a cure for high fever at city hospital?,Consultation
Is there a cure for high fever at pharmacy?,Consultation
Is there a cure for high fever at medical store?,Consultation
Is there a cure for high fever at doctor's clinic?,Consultation
Is there a cure for high fever at Apollo hospital?,Consultation
Is there a cure for high fever at Asha worker?,Consultation
Is there a cure for high fever at dispensary?,Consultation
Is there a cure for high fever at first aid center?,Consultation
Is there a cure for snake bite at primary health centre?,Emergency
Is there a cure for snake bite at village clinic?,Emergency
Is there a cure for snake bite at city hospital?,Emergency
Is there a cure for snake bite at pharmacy?,Emergency
Is there a cure for snake bite at medical store?,Emergency
Is there a cure for snake bite at doctor's clinic?,Emergency
Is there a cure for snake bite at Apollo hospital?,Emergency
Is there a cure for snake bite at Asha worker?,Emergency
Is there a cure for snake bite at dispensary?,Emergency
Is there a cure for snake bite at first aid center?,Emergency
Is there a cure for dengue at primary health centre?,Consultation
Is there a cure for dengue at village clinic?,Consultation
Is there a cure for dengue at city hospital?,Consultation
Is there a cure for dengue at pharmacy?,Consultation
Is there a cure for dengue at medical store?,Consultation
Is there a cure for dengue at doctor's clinic?,Consultation
Is there a cure for dengue at Apollo hospital?,Consultation
